customer_id,event_timestamp,age,balance,duration,campaign,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
11496,2025-11-10 19:09:12.766960+00:00,39,4,185,1,0,housemaid,married,tertiary,no,yes,yes,cellular,jun,failure,no
11497,2025-11-10 19:09:12.766960+00:00,58,5087,135,1,0,services,married,secondary,no,no,no,cellular,jun,failure,no
11498,2025-11-10 19:09:12.766960+00:00,41,-378,252,2,0,technician,married,tertiary,no,yes,yes,cellular,jun,failure,no
11499,2025-11-10 19:09:12.766960+00:00,45,9711,416,3,0,management,married,tertiary,no,no,no,cellular,jun,failure,no
11500,2025-11-10 19:09:12.766960+00:00,36,3972,32,1,0,services,married,secondary,no,yes,yes,cellular,jun,failure,no
11501,2025-11-10 19:09:12.766960+00:00,46,2441,217,2,0,blue-collar,divorced,secondary,no,no,no,cellular,jun,failure,no
11502,2025-11-10 19:09:12.766960+00:00,56,411,145,4,0,self-employed,married,tertiary,no,no,no,cellular,jun,failure,no
11503,2025-11-10 19:09:12.766960+00:00,24,691,93,2,0,technician,married,secondary,no,yes,no,cellular,jun,failure,no
11504,2025-11-10 19:09:12.766960+00:00,51,1938,61,1,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11505,2025-11-10 19:09:12.766960+00:00,29,508,262,5,0,blue-collar,married,secondary,no,yes,yes,cellular,jun,failure,no
11506,2025-11-10 19:09:12.766960+00:00,42,22,246,3,0,admin.,single,secondary,no,no,no,cellular,jun,failure,no
11507,2025-11-10 19:09:12.766960+00:00,51,3134,92,3,0,management,married,tertiary,no,no,no,cellular,jun,failure,no
11508,2025-11-10 19:09:12.766960+00:00,53,1319,1318,3,0,technician,married,secondary,no,no,no,cellular,jun,failure,yes
11509,2025-11-10 19:09:12.766960+00:00,23,-782,197,10,0,technician,single,secondary,no,yes,yes,cellular,jun,failure,no
11510,2025-11-10 19:09:12.766960+00:00,47,5735,282,4,0,technician,divorced,secondary,no,no,no,cellular,jun,failure,no
11511,2025-11-10 19:09:12.766960+00:00,55,2152,922,2,0,housemaid,married,primary,no,no,no,cellular,jun,failure,yes
11512,2025-11-10 19:09:12.766960+00:00,52,0,163,3,0,entrepreneur,married,tertiary,no,no,no,cellular,jun,failure,no
11513,2025-11-10 19:09:12.766960+00:00,50,1857,26,2,0,entrepreneur,married,secondary,no,no,yes,cellular,jun,failure,no
11514,2025-11-10 19:09:12.766960+00:00,48,13501,63,2,0,management,married,tertiary,no,no,no,cellular,jun,failure,no
11515,2025-11-10 19:09:12.766960+00:00,37,0,176,2,0,admin.,married,secondary,no,no,yes,cellular,jun,failure,no
11516,2025-11-10 19:09:12.766960+00:00,39,2843,585,1,0,services,married,secondary,no,yes,no,cellular,jun,failure,yes
11517,2025-11-10 19:09:12.766960+00:00,53,2955,605,1,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11518,2025-11-10 19:09:12.766960+00:00,20,66,75,2,0,admin.,single,secondary,no,yes,no,cellular,jun,failure,no
11519,2025-11-10 19:09:12.766960+00:00,38,634,211,2,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11520,2025-11-10 19:09:12.766960+00:00,36,1352,2028,1,0,management,married,tertiary,no,no,no,cellular,jun,failure,yes
11521,2025-11-10 19:09:12.766960+00:00,57,209,453,1,0,unemployed,married,tertiary,no,no,no,cellular,jun,failure,no
11522,2025-11-10 19:09:12.766960+00:00,28,237,498,7,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11523,2025-11-10 19:09:12.766960+00:00,40,2469,202,2,0,services,married,primary,no,no,yes,cellular,jun,failure,no
11524,2025-11-10 19:09:12.766960+00:00,40,35,40,1,0,blue-collar,married,secondary,no,no,no,cellular,jun,failure,no
11525,2025-11-10 19:09:12.766960+00:00,50,59,184,1,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11526,2025-11-10 19:09:12.766960+00:00,55,5109,55,1,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11527,2025-11-10 19:09:12.766960+00:00,40,0,952,4,0,entrepreneur,married,tertiary,yes,no,no,cellular,jun,failure,yes
11528,2025-11-10 19:09:12.766960+00:00,55,868,207,1,0,retired,married,primary,no,no,no,cellular,jun,failure,no
11529,2025-11-10 19:09:12.766960+00:00,36,0,238,1,0,blue-collar,single,secondary,no,no,no,cellular,jun,failure,no
11530,2025-11-10 19:09:12.766960+00:00,53,828,232,1,0,retired,married,primary,no,yes,no,cellular,jun,failure,no
11531,2025-11-10 19:09:12.766960+00:00,38,207,76,2,0,technician,single,secondary,no,no,no,cellular,jun,failure,no
11532,2025-11-10 19:09:12.766960+00:00,35,23,113,2,0,technician,single,secondary,no,yes,no,cellular,jun,failure,no
11533,2025-11-10 19:09:12.766960+00:00,44,17,153,14,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
11534,2025-11-10 19:09:12.766960+00:00,60,652,525,1,0,blue-collar,married,secondary,no,no,no,cellular,jun,failure,no
11535,2025-11-10 19:09:12.766960+00:00,55,179,97,1,0,management,married,secondary,no,no,no,cellular,jun,failure,no
11536,2025-11-10 19:09:12.766960+00:00,54,3846,216,2,0,retired,married,secondary,no,yes,yes,cellular,jun,failure,no
11537,2025-11-10 19:09:12.766960+00:00,39,0,142,1,0,admin.,single,secondary,no,no,yes,cellular,jun,failure,no
11538,2025-11-10 19:09:12.766960+00:00,54,774,290,1,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11539,2025-11-10 19:09:12.766960+00:00,39,6495,280,3,0,entrepreneur,married,tertiary,no,no,no,cellular,jun,failure,no
11540,2025-11-10 19:09:12.766960+00:00,52,422,559,1,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11541,2025-11-10 19:09:12.766960+00:00,46,63,235,1,0,blue-collar,single,secondary,no,no,no,cellular,jun,failure,no
11542,2025-11-10 19:09:12.766960+00:00,51,91,368,2,0,blue-collar,married,primary,no,no,yes,cellular,jun,failure,no
11543,2025-11-10 19:09:12.766960+00:00,56,5310,74,1,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11544,2025-11-10 19:09:12.766960+00:00,52,1282,148,5,0,retired,married,secondary,no,no,no,cellular,jun,failure,no
11545,2025-11-10 19:09:12.766960+00:00,55,1537,359,1,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11546,2025-11-10 19:09:12.766960+00:00,44,1669,64,2,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11547,2025-11-10 19:09:12.766960+00:00,59,1115,834,1,0,retired,married,primary,no,no,no,cellular,jun,failure,yes
11548,2025-11-10 19:09:12.766960+00:00,36,4280,227,6,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11549,2025-11-10 19:09:12.766960+00:00,42,587,16,9,0,management,married,secondary,no,yes,no,cellular,jun,failure,no
11550,2025-11-10 19:09:12.766960+00:00,57,1070,73,1,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11551,2025-11-10 19:09:12.766960+00:00,37,796,104,1,0,admin.,divorced,secondary,no,no,no,cellular,jun,failure,no
11552,2025-11-10 19:09:12.766960+00:00,57,461,69,2,0,technician,married,secondary,no,yes,no,cellular,jun,failure,no
11553,2025-11-10 19:09:12.766960+00:00,43,1138,65,1,0,blue-collar,divorced,secondary,no,no,no,cellular,jun,failure,no
11554,2025-11-10 19:09:12.766960+00:00,39,2860,133,1,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11555,2025-11-10 19:09:12.766960+00:00,56,2558,288,1,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11556,2025-11-10 19:09:12.766960+00:00,55,0,120,1,0,blue-collar,divorced,primary,no,no,no,cellular,jun,failure,no
11557,2025-11-10 19:09:12.766960+00:00,49,3022,38,1,0,management,married,tertiary,no,no,no,cellular,jun,failure,no
11558,2025-11-10 19:09:12.766960+00:00,38,48,43,3,0,blue-collar,single,secondary,no,no,no,cellular,jun,failure,no
11559,2025-11-10 19:09:12.766960+00:00,41,876,78,1,0,housemaid,married,secondary,no,no,no,cellular,jun,failure,no
11560,2025-11-10 19:09:12.766960+00:00,46,148,166,1,0,housemaid,divorced,primary,no,no,no,cellular,jun,failure,no
11561,2025-11-10 19:09:12.766960+00:00,47,759,30,2,0,services,married,secondary,no,yes,no,cellular,jun,failure,no
11562,2025-11-10 19:09:12.766960+00:00,36,4011,10,16,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11563,2025-11-10 19:09:12.766960+00:00,36,1923,219,1,0,self-employed,single,tertiary,no,no,no,cellular,jun,failure,no
11564,2025-11-10 19:09:12.766960+00:00,48,-110,164,2,0,services,divorced,primary,no,no,yes,cellular,jun,failure,no
11565,2025-11-10 19:09:12.766960+00:00,52,98,148,1,0,admin.,divorced,secondary,no,no,yes,cellular,jun,failure,no
11566,2025-11-10 19:09:12.766960+00:00,37,313,11,7,0,admin.,married,secondary,no,yes,no,cellular,jun,failure,no
11567,2025-11-10 19:09:12.766960+00:00,36,-453,130,1,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11568,2025-11-10 19:09:12.766960+00:00,51,-267,208,2,0,unemployed,married,secondary,no,no,yes,cellular,jun,failure,no
11569,2025-11-10 19:09:12.766960+00:00,59,1071,140,1,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11570,2025-11-10 19:09:12.766960+00:00,41,6025,559,1,0,blue-collar,single,tertiary,no,no,no,cellular,jun,failure,no
11571,2025-11-10 19:09:12.766960+00:00,57,2020,93,4,0,retired,married,secondary,no,no,no,cellular,jun,failure,no
11572,2025-11-10 19:09:12.766960+00:00,46,626,177,2,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
11573,2025-11-10 19:09:12.766960+00:00,42,241,405,2,0,services,divorced,secondary,no,yes,no,cellular,jun,failure,no
11574,2025-11-10 19:09:12.766960+00:00,45,-52,202,1,0,management,married,tertiary,no,yes,no,cellular,jun,failure,no
11575,2025-11-10 19:09:12.766960+00:00,39,1986,367,1,0,blue-collar,single,secondary,no,no,yes,cellular,jun,failure,no
11576,2025-11-10 19:09:12.766960+00:00,55,202,60,1,0,technician,married,primary,no,no,yes,cellular,jun,failure,no
11577,2025-11-10 19:09:12.766960+00:00,36,472,1017,1,0,services,married,secondary,no,yes,no,cellular,jun,failure,no
11578,2025-11-10 19:09:12.766960+00:00,43,1937,385,1,0,blue-collar,married,tertiary,no,no,no,cellular,jun,failure,no
11579,2025-11-10 19:09:12.766960+00:00,48,3062,237,5,0,self-employed,married,primary,no,no,no,cellular,jun,failure,no
11580,2025-11-10 19:09:12.766960+00:00,53,76,237,2,0,services,married,secondary,no,yes,no,cellular,jun,failure,no
11581,2025-11-10 19:09:12.766960+00:00,28,593,202,1,0,technician,single,secondary,no,yes,no,cellular,jun,failure,no
11582,2025-11-10 19:09:12.766960+00:00,28,182,153,1,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11583,2025-11-10 19:09:12.766960+00:00,25,722,172,1,0,student,single,secondary,no,yes,no,cellular,jun,failure,no
11584,2025-11-10 19:09:12.766960+00:00,38,2674,163,2,0,self-employed,divorced,secondary,no,yes,no,cellular,jun,failure,no
11585,2025-11-10 19:09:12.766960+00:00,51,2843,97,2,0,management,divorced,secondary,no,yes,no,cellular,jun,failure,no
11586,2025-11-10 19:09:12.766960+00:00,28,2340,399,1,0,blue-collar,single,primary,no,yes,no,cellular,jun,failure,no
11587,2025-11-10 19:09:12.766960+00:00,26,-157,60,1,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11588,2025-11-10 19:09:12.766960+00:00,26,1028,431,1,0,blue-collar,married,secondary,no,yes,yes,cellular,jun,failure,no
11589,2025-11-10 19:09:12.766960+00:00,54,52,184,3,0,retired,divorced,primary,no,no,no,cellular,jun,failure,no
11590,2025-11-10 19:09:12.766960+00:00,29,7836,155,1,0,technician,married,secondary,no,yes,no,cellular,jun,failure,no
11591,2025-11-10 19:09:12.766960+00:00,52,-309,500,2,0,retired,divorced,tertiary,no,yes,no,cellular,jun,failure,yes
11592,2025-11-10 19:09:12.766960+00:00,50,3374,27,2,0,services,married,secondary,no,no,no,cellular,jun,failure,no
11593,2025-11-10 19:09:12.766960+00:00,44,168,167,2,0,entrepreneur,married,secondary,no,no,no,cellular,jun,failure,no
11594,2025-11-10 19:09:12.766960+00:00,37,121,89,2,0,management,married,secondary,no,no,yes,cellular,jun,failure,no
11595,2025-11-10 19:09:12.766960+00:00,39,2453,92,2,0,services,single,secondary,no,no,no,cellular,jun,failure,no
11596,2025-11-10 19:09:12.766960+00:00,28,940,296,1,0,technician,single,tertiary,no,yes,no,cellular,jun,failure,no
11597,2025-11-10 19:09:12.766960+00:00,29,613,779,1,0,admin.,single,secondary,no,yes,no,cellular,jun,failure,no
11598,2025-11-10 19:09:12.766960+00:00,47,0,563,2,0,entrepreneur,married,secondary,no,no,no,cellular,jun,failure,no
11599,2025-11-10 19:09:12.766960+00:00,38,1403,146,2,0,blue-collar,married,secondary,no,no,no,cellular,jun,failure,no
11600,2025-11-10 19:09:12.766960+00:00,35,250,92,2,0,management,single,tertiary,no,no,no,cellular,jun,failure,no
11601,2025-11-10 19:09:12.766960+00:00,40,-108,149,3,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11602,2025-11-10 19:09:12.766960+00:00,48,7,354,7,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11603,2025-11-10 19:09:12.766960+00:00,47,4923,121,3,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11604,2025-11-10 19:09:12.766960+00:00,40,20,106,2,0,management,married,tertiary,no,yes,no,cellular,jun,failure,no
11605,2025-11-10 19:09:12.766960+00:00,41,5736,136,2,0,entrepreneur,married,tertiary,no,yes,yes,cellular,jun,failure,no
11606,2025-11-10 19:09:12.766960+00:00,26,-859,297,1,0,technician,single,secondary,no,yes,no,cellular,jun,failure,no
11607,2025-11-10 19:09:12.766960+00:00,25,1782,549,1,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
11608,2025-11-10 19:09:12.766960+00:00,28,1331,267,2,0,blue-collar,married,secondary,no,yes,yes,cellular,jun,failure,no
11609,2025-11-10 19:09:12.766960+00:00,35,2228,461,2,0,unemployed,married,secondary,no,no,no,cellular,jun,failure,no
11610,2025-11-10 19:09:12.766960+00:00,38,435,117,2,0,admin.,single,secondary,no,no,no,cellular,jun,failure,no
11611,2025-11-10 19:09:12.766960+00:00,29,732,409,1,0,admin.,single,secondary,no,yes,no,cellular,jun,failure,no
11612,2025-11-10 19:09:12.766960+00:00,23,299,104,1,0,admin.,married,secondary,no,yes,no,cellular,jun,failure,no
11613,2025-11-10 19:09:12.766960+00:00,55,136,15,10,0,housemaid,married,primary,no,yes,no,cellular,jun,failure,no
11614,2025-11-10 19:09:12.766960+00:00,61,50,216,2,0,blue-collar,married,tertiary,no,no,no,cellular,jun,failure,no
11615,2025-11-10 19:09:12.766960+00:00,29,0,211,1,0,entrepreneur,married,secondary,no,yes,no,cellular,jun,failure,no
11616,2025-11-10 19:09:12.766960+00:00,36,2022,71,2,0,self-employed,married,primary,no,no,no,cellular,jun,failure,no
11617,2025-11-10 19:09:12.766960+00:00,48,237,18,18,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11618,2025-11-10 19:09:12.766960+00:00,42,625,651,3,0,blue-collar,single,secondary,no,no,no,cellular,jun,failure,yes
11619,2025-11-10 19:09:12.766960+00:00,45,377,835,3,0,technician,married,tertiary,no,yes,no,cellular,jun,failure,yes
11620,2025-11-10 19:09:12.766960+00:00,41,246,683,3,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,yes
11621,2025-11-10 19:09:12.766960+00:00,45,870,258,2,0,housemaid,married,secondary,no,no,yes,cellular,jun,failure,no
11622,2025-11-10 19:09:12.766960+00:00,43,682,156,6,0,admin.,single,secondary,no,no,no,cellular,jun,failure,no
11623,2025-11-10 19:09:12.766960+00:00,27,61,1012,1,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,yes
11624,2025-11-10 19:09:12.766960+00:00,45,-198,130,25,0,admin.,single,secondary,no,yes,no,cellular,jun,failure,no
11625,2025-11-10 19:09:12.766960+00:00,44,148,311,2,0,technician,single,primary,no,no,no,cellular,jun,failure,no
11626,2025-11-10 19:09:12.766960+00:00,42,923,129,2,0,management,divorced,secondary,yes,yes,no,cellular,jun,failure,no
11627,2025-11-10 19:09:12.766960+00:00,47,176,91,2,0,unemployed,divorced,secondary,no,no,no,cellular,jun,failure,no
11628,2025-11-10 19:09:12.766960+00:00,37,5700,49,2,0,blue-collar,married,secondary,no,no,no,cellular,jun,failure,no
11629,2025-11-10 19:09:12.766960+00:00,39,1473,112,4,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11630,2025-11-10 19:09:12.766960+00:00,45,3388,36,7,0,technician,married,primary,no,no,no,cellular,jun,failure,no
11631,2025-11-10 19:09:12.766960+00:00,39,1046,112,4,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11632,2025-11-10 19:09:12.766960+00:00,25,-191,958,7,0,blue-collar,single,secondary,no,yes,no,cellular,jun,failure,yes
11633,2025-11-10 19:09:12.766960+00:00,38,1686,9,28,0,blue-collar,divorced,secondary,no,yes,no,cellular,jun,failure,no
11634,2025-11-10 19:09:12.766960+00:00,34,6053,26,5,0,technician,single,secondary,no,yes,no,cellular,jun,failure,no
11635,2025-11-10 19:09:12.766960+00:00,41,2184,91,2,0,housemaid,single,secondary,no,no,no,cellular,jun,failure,no
11636,2025-11-10 19:09:12.766960+00:00,57,789,2635,3,0,retired,married,secondary,no,no,no,cellular,jun,failure,no
11637,2025-11-10 19:09:12.766960+00:00,49,1115,138,9,0,management,divorced,tertiary,no,no,no,cellular,jun,failure,no
11638,2025-11-10 19:09:12.766960+00:00,46,341,318,2,0,entrepreneur,married,tertiary,no,no,no,cellular,jun,failure,no
11639,2025-11-10 19:09:12.766960+00:00,49,226,326,5,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11640,2025-11-10 19:09:12.766960+00:00,58,2445,1403,3,0,entrepreneur,married,secondary,no,no,no,cellular,jun,failure,no
11641,2025-11-10 19:09:12.766960+00:00,50,0,179,2,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11642,2025-11-10 19:09:12.766960+00:00,43,6835,262,2,0,technician,divorced,secondary,no,no,no,cellular,jun,failure,no
11643,2025-11-10 19:09:12.766960+00:00,41,4178,168,2,0,admin.,married,secondary,no,no,no,cellular,jun,failure,no
11644,2025-11-10 19:09:12.766960+00:00,37,1818,193,11,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
11645,2025-11-10 19:09:12.766960+00:00,53,208,333,15,0,blue-collar,married,secondary,no,no,no,cellular,jun,failure,no
11646,2025-11-10 19:09:12.766960+00:00,45,0,50,2,0,entrepreneur,married,tertiary,no,yes,no,cellular,jun,failure,no
11647,2025-11-10 19:09:12.766960+00:00,43,-19,241,2,0,blue-collar,married,secondary,no,no,yes,cellular,jun,failure,no
11648,2025-11-10 19:09:12.766960+00:00,37,2685,187,2,0,entrepreneur,married,tertiary,no,no,no,cellular,jun,failure,no
11649,2025-11-10 19:09:12.766960+00:00,56,1062,37,2,0,technician,married,tertiary,no,no,no,cellular,jun,failure,no
11650,2025-11-10 19:09:12.766960+00:00,50,17,189,2,0,unemployed,married,secondary,no,no,no,cellular,jun,failure,no
11651,2025-11-10 19:09:12.766960+00:00,59,602,89,3,0,retired,divorced,secondary,no,no,no,cellular,jun,failure,no
11652,2025-11-10 19:09:12.766960+00:00,53,0,101,2,0,unemployed,divorced,secondary,no,no,no,cellular,jun,failure,no
11653,2025-11-10 19:09:12.766960+00:00,36,408,112,3,0,student,married,tertiary,no,no,no,cellular,jun,failure,no
11654,2025-11-10 19:09:12.766960+00:00,36,2562,489,2,0,unemployed,single,primary,no,no,no,cellular,jun,failure,no
11655,2025-11-10 19:09:12.766960+00:00,41,143,141,4,0,technician,divorced,secondary,no,no,no,cellular,jun,failure,no
11656,2025-11-10 19:09:12.766960+00:00,56,-1968,60,3,0,management,divorced,tertiary,yes,no,no,cellular,jun,failure,no
11657,2025-11-10 19:09:12.766960+00:00,39,610,241,2,0,technician,single,tertiary,no,no,no,cellular,jun,failure,no
11658,2025-11-10 19:09:12.766960+00:00,50,89,35,2,0,management,married,tertiary,no,no,no,cellular,jun,failure,no
11659,2025-11-10 19:09:12.766960+00:00,50,-141,61,2,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11660,2025-11-10 19:09:12.766960+00:00,50,29,135,5,0,retired,married,primary,no,no,no,cellular,jun,failure,no
11661,2025-11-10 19:09:12.766960+00:00,38,3054,24,11,0,blue-collar,single,secondary,no,no,no,cellular,jun,failure,no
11662,2025-11-10 19:09:12.766960+00:00,46,4064,62,4,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11663,2025-11-10 19:09:12.766960+00:00,57,887,43,8,0,admin.,divorced,secondary,no,no,no,cellular,jun,failure,no
11664,2025-11-10 19:09:12.766960+00:00,57,570,75,2,0,management,married,secondary,no,no,no,cellular,jun,failure,no
11665,2025-11-10 19:09:12.766960+00:00,52,5614,177,3,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
11666,2025-11-10 19:09:12.766960+00:00,49,912,170,2,0,blue-collar,divorced,primary,no,no,no,cellular,jun,failure,no
11667,2025-11-10 19:09:12.766960+00:00,57,2266,42,5,0,blue-collar,married,secondary,no,no,no,cellular,jun,failure,no
11668,2025-11-10 19:09:12.766960+00:00,35,2830,22,12,0,admin.,single,secondary,no,no,no,cellular,jun,failure,no
11669,2025-11-10 19:09:12.766960+00:00,50,480,99,5,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11670,2025-11-10 19:09:12.766960+00:00,56,438,139,2,0,unemployed,divorced,primary,no,no,no,cellular,jun,failure,no
11671,2025-11-10 19:09:12.766960+00:00,54,-51,198,10,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11672,2025-11-10 19:09:12.766960+00:00,39,4899,394,2,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11673,2025-11-10 19:09:12.766960+00:00,60,2868,42,7,0,retired,married,tertiary,no,no,no,cellular,jun,failure,no
11674,2025-11-10 19:09:12.766960+00:00,28,103,41,28,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11675,2025-11-10 19:09:12.766960+00:00,45,360,98,2,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11676,2025-11-10 19:09:12.766960+00:00,52,1624,114,3,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11677,2025-11-10 19:09:12.766960+00:00,56,52,191,3,0,technician,married,tertiary,no,no,no,cellular,jun,failure,no
11678,2025-11-10 19:09:12.766960+00:00,37,2209,167,2,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11679,2025-11-10 19:09:12.766960+00:00,30,34,238,3,0,management,married,tertiary,no,yes,yes,cellular,jun,failure,no
11680,2025-11-10 19:09:12.766960+00:00,41,1273,73,3,0,management,married,secondary,no,no,no,cellular,jun,failure,no
11681,2025-11-10 19:09:12.766960+00:00,51,37,206,2,0,admin.,married,secondary,no,no,yes,cellular,jun,failure,no
11682,2025-11-10 19:09:12.766960+00:00,59,6955,179,10,0,retired,married,primary,no,no,yes,cellular,jun,failure,no
11683,2025-11-10 19:09:12.766960+00:00,39,490,44,3,0,management,single,tertiary,no,no,no,cellular,jun,failure,no
11684,2025-11-10 19:09:12.766960+00:00,56,1860,129,5,0,services,married,secondary,no,yes,no,cellular,jun,failure,no
11685,2025-11-10 19:09:12.766960+00:00,41,3135,160,3,0,entrepreneur,married,tertiary,no,yes,yes,cellular,jun,failure,no
11686,2025-11-10 19:09:12.766960+00:00,50,67,156,3,0,management,married,tertiary,no,no,yes,cellular,jun,failure,no
11687,2025-11-10 19:09:12.766960+00:00,57,0,512,2,0,entrepreneur,married,tertiary,no,yes,yes,cellular,jun,failure,no
11688,2025-11-10 19:09:12.766960+00:00,36,1173,50,5,0,self-employed,single,secondary,no,yes,yes,cellular,jun,failure,no
11689,2025-11-10 19:09:12.766960+00:00,38,2978,65,2,0,management,married,tertiary,no,no,yes,cellular,jun,failure,no
11690,2025-11-10 19:09:12.766960+00:00,32,1873,23,24,0,blue-collar,married,secondary,no,yes,yes,cellular,jun,failure,no
11691,2025-11-10 19:09:12.766960+00:00,58,4015,106,3,0,technician,married,primary,no,no,no,cellular,jun,failure,no
11692,2025-11-10 19:09:12.766960+00:00,38,746,256,3,0,self-employed,married,secondary,no,no,no,cellular,jun,failure,no
11693,2025-11-10 19:09:12.766960+00:00,48,7,633,2,0,self-employed,divorced,secondary,yes,no,no,cellular,jun,failure,no
11694,2025-11-10 19:09:12.766960+00:00,42,1002,109,3,0,entrepreneur,married,secondary,no,no,no,cellular,jun,failure,no
11695,2025-11-10 19:09:12.766960+00:00,56,337,99,2,0,blue-collar,married,secondary,no,yes,no,cellular,jun,failure,no
11696,2025-11-10 19:09:12.766960+00:00,40,746,246,3,0,housemaid,married,primary,no,no,no,cellular,jun,failure,no
11697,2025-11-10 19:09:12.766960+00:00,56,770,59,3,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11698,2025-11-10 19:09:12.766960+00:00,60,662,241,4,0,housemaid,divorced,tertiary,no,no,no,cellular,jun,failure,no
11699,2025-11-10 19:09:12.766960+00:00,36,1736,63,1,0,management,married,secondary,no,yes,no,cellular,jun,failure,no
11700,2025-11-10 19:09:12.766960+00:00,37,847,54,1,0,blue-collar,single,secondary,no,no,no,cellular,jun,failure,no
11701,2025-11-10 19:09:12.766960+00:00,46,3494,87,1,0,technician,single,secondary,no,yes,no,cellular,jun,failure,no
11702,2025-11-10 19:09:12.766960+00:00,59,-162,122,1,0,blue-collar,married,secondary,no,yes,yes,cellular,jun,failure,no
11703,2025-11-10 19:09:12.766960+00:00,43,519,973,2,0,unemployed,married,primary,no,no,no,cellular,jun,failure,yes
11704,2025-11-10 19:09:12.766960+00:00,46,4,166,1,0,blue-collar,married,primary,no,no,yes,cellular,jun,failure,no
11705,2025-11-10 19:09:12.766960+00:00,39,0,375,1,0,entrepreneur,married,secondary,no,no,no,cellular,jun,failure,no
11706,2025-11-10 19:09:12.766960+00:00,56,3,111,1,0,entrepreneur,divorced,primary,no,no,no,cellular,jun,failure,no
11707,2025-11-10 19:09:12.766960+00:00,43,1794,35,1,0,blue-collar,married,primary,no,yes,no,cellular,jun,failure,no
11708,2025-11-10 19:09:12.766960+00:00,51,806,32,1,0,retired,married,secondary,no,no,no,cellular,jun,failure,no
11709,2025-11-10 19:09:12.766960+00:00,46,0,625,1,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11710,2025-11-10 19:09:12.766960+00:00,55,0,124,1,0,technician,married,secondary,no,yes,yes,cellular,jun,failure,no
11711,2025-11-10 19:09:12.766960+00:00,58,683,157,2,0,technician,married,secondary,no,no,no,cellular,jun,failure,no
11712,2025-11-10 19:09:12.766960+00:00,60,1690,1467,4,0,retired,married,secondary,no,no,no,cellular,jun,failure,yes
11713,2025-11-10 19:09:12.766960+00:00,53,2057,134,1,0,unemployed,married,secondary,no,yes,no,cellular,jun,failure,no
11714,2025-11-10 19:09:12.766960+00:00,53,472,325,1,0,technician,married,secondary,no,yes,yes,cellular,jun,failure,no
11715,2025-11-10 19:09:12.766960+00:00,38,15477,114,2,0,blue-collar,married,primary,no,no,no,cellular,jun,failure,no
11716,2025-11-10 19:09:12.766960+00:00,48,5320,792,1,0,management,married,tertiary,no,yes,no,cellular,jun,failure,yes
11717,2025-11-10 19:09:12.766960+00:00,50,261,155,1,0,technician,divorced,tertiary,no,no,no,cellular,jun,failure,no
